strain,phage,interaction
ROAR434,BCH953_P4,1
921A,BCH953_P4,0
916A,BCH953_P4,1
ECOR38,BCH953_P4,0
ECOR39,BCH953_P4,1
ECOR41,BCH953_P4,0
ECOR40,BCH953_P4,0
IAI39,BCH953_P4,1
ECOR35,BCH953_P4,0
ECOR36,BCH953_P4,1
NILS36,BCH953_P4,0
NILS01,BCH953_P4,0
NILS39,BCH953_P4,0
NILS50,BCH953_P4,0
NILS46,BCH953_P4,0
NILS18,BCH953_P4,0
ECOR47,BCH953_P4,1
ECOR44,BCH953_P4,0
NILS38,BCH953_P4,0
NILS51,BCH953_P4,0
ECOR49,BCH953_P4,0
ECOR50,BCH953_P4,1
NILS56,BCH953_P4,0
ECOR46,BCH953_P4,0
NILS42,BCH953_P4,0
NILS52,BCH953_P4,0
ECOR48,BCH953_P4,1
NILS23,BCH953_P4,0
H14,BCH953_P4,0
ROAR400,BCH953_P4,1
NILS49,BCH953_P4,0
NILS24,BCH953_P4,0
H4,BCH953_P4,0
H48,BCH953_P4,0
ECOR34,BCH953_P4,0
ECOR32,BCH953_P4,0
ECOR33,BCH953_P4,0
ECOR30,BCH953_P4,0
ECOR29,BCH953_P4,0
ECOR67,BCH953_P4,1
NILS02,BCH953_P4,0
ECOR26,BCH953_P4,0
ECOR27,BCH953_P4,0
ECOR28,BCH953_P4,0
ECOR45,BCH953_P4,0
55989,BCH953_P4,0
NILS33,BCH953_P4,0
ECOR69,BCH953_P4,0
ECOR58,BCH953_P4,0
ECOR72,BCH953_P4,0
NILS47,BCH953_P4,1
ECOR70,BCH953_P4,0
ECOR71,BCH953_P4,0
NILS15,BCH953_P4,0
NILS48,BCH953_P4,0
NILS34,BCH953_P4,1
NILS40,BCH953_P4,0
ECOR11,BCH953_P4,1
NILS09,BCH953_P4,0
NILS30,BCH953_P4,1
NILS32,BCH953_P4,0
NILS06,BCH953_P4,0
NILS22,BCH953_P4,0
NILS16,BCH953_P4,0
NILS35,BCH953_P4,0
ECOR10,BCH953_P4,0
ECOR12,BCH953_P4,0
ECOR25,BCH953_P4,0
NILS13,BCH953_P4,0
NILS10,BCH953_P4,0
NILS07,BCH953_P4,0
NILS14,BCH953_P4,0
ECOR13,BCH953_P4,1
NILS11,BCH953_P4,1
ECOR14,BCH953_P4,0
NILS08,BCH953_P4,0
ECOR21,BCH953_P4,0
ECOR20,BCH953_P4,0
ECOR18,BCH953_P4,0
ECOR19,BCH953_P4,0
NILS17,BCH953_P4,0
NILS12,BCH953_P4,0
ECOR23,BCH953_P4,0
NILS41,BCH953_P4,0
BL21,BCH953_P4,0
ECOR17,BCH953_P4,0
NILS03,BCH953_P4,0
ECOR22,BCH953_P4,0
ECOR16,BCH953_P4,1
NILS04,BCH953_P4,0
ECOR15,BCH953_P4,0
NILS43,BCH953_P4,1
NILS37,BCH953_P4,0
ECOR24,BCH953_P4,0
ROAR274,BCH953_P4,0
ECOR42,BCH953_P4,0
ROAR036,BCH953_P4,0
NILS05,BCH953_P4,0
ROAR387,BCH953_P4,0
B6A1,BCH953_P4,0
ECOR31,BCH953_P4,0
LMR3158,BCH953_P4,0
ROAR131,BCH953_P4,0
ROAR059,BCH953_P4,0
EDL933,BCH953_P4,0
ECOR37,BCH953_P4,0
ROAR029,BCH953_P4,0
ROAR012,BCH953_P4,1
NILS45,BCH953_P4,0
TW10509,BCH953_P4,1
NILS31,BCH953_P4,0
370D,BCH953_P4,0
M863,BCH953_P4,1
B49,BCH953_P4,0
ECOR54,BCH953_P5,0
ECOR52,BCH953_P5,0
ECOR51,BCH953_P5,1
ECOR55,BCH953_P5,1
ECOR57,BCH953_P5,0
NILS59,BCH953_P5,0
NILS71,BCH953_P5,0
ECOR56,BCH953_P5,0
NILS74,BCH953_P5,0
NILS79,BCH953_P5,0
NILS72,BCH953_P5,0
NILS29,BCH953_P5,0
NILS65,BCH953_P5,0
536,BCH953_P5,1
NILS81,BCH953_P5,0
NILS82,BCH953_P5,1
NILS78,BCH953_P5,0
NILS57,BCH953_P5,1
AL505,BCH953_P5,0
NILS67,BCH953_P5,1
ECOR61,BCH953_P5,1
ECOR62,BCH953_P5,1
NILS68,BCH953_P5,1
NILS21,BCH953_P5,0
NILS66,BCH953_P5,1
ECOR59,BCH953_P5,0
ECOR60,BCH953_P5,0
NILS75,BCH953_P5,0
NILS70,BCH953_P5,0
ECOR53,BCH953_P5,0
NILS54,BCH953_P5,1
T145,BCH953_P5,0
NILS62,BCH953_P5,0
MT1B1,BCH953_P5,0
NILS61,BCH953_P5,0
LF82,BCH953_P5,1
NILS26,BCH953_P5,0
NILS80,BCH953_P5,1
ED1A,BCH953_P5,0
NILS20,BCH953_P5,0
381A,BCH953_P5,0
ECOR65,BCH953_P5,1
NILS77,BCH953_P5,0
ECOR64,BCH953_P5,1
NILS28,BCH953_P5,1
NILS58,BCH953_P5,0
ECOR63,BCH953_P5,1
NILS64,BCH953_P5,0
NILS25,BCH953_P5,0
NILS55,BCH953_P5,0
NILS27,BCH953_P5,0
NILS73,BCH953_P5,0
NILS19,BCH953_P5,0
LM33,BCH953_P5,0
NILS44,BCH953_P5,0
NILS53,BCH953_P5,0
NILS76,BCH953_P5,0
NILS63,BCH953_P5,0
NILS69,BCH953_P5,0
ECOR66,BCH953_P5,0
DEC2A,BCH953_P5,0
DEC1A,BCH953_P5,0
NILS60,BCH953_P5,0
ROAR434,BCH953_P5,0
921A,BCH953_P5,0
916A,BCH953_P5,0
ECOR38,BCH953_P5,0
ECOR39,BCH953_P5,1
ECOR41,BCH953_P5,0
ECOR40,BCH953_P5,0
IAI39,BCH953_P5,1
ECOR35,BCH953_P5,0
ECOR36,BCH953_P5,1
NILS36,BCH953_P5,0
NILS01,BCH953_P5,0
NILS39,BCH953_P5,0
NILS50,BCH953_P5,0
NILS46,BCH953_P5,0
NILS18,BCH953_P5,0
ECOR47,BCH953_P5,1
ECOR44,BCH953_P5,0
NILS38,BCH953_P5,0
NILS51,BCH953_P5,0
ECOR49,BCH953_P5,0
ECOR50,BCH953_P5,1
NILS56,BCH953_P5,0
ECOR46,BCH953_P5,0
NILS42,BCH953_P5,0
NILS52,BCH953_P5,0
ECOR48,BCH953_P5,1
NILS23,BCH953_P5,0
H14,BCH953_P5,0
ROAR400,BCH953_P5,1
NILS49,BCH953_P5,0
NILS24,BCH953_P5,0
H4,BCH953_P5,0
H48,BCH953_P5,0
ECOR34,BCH953_P5,0
ECOR32,BCH953_P5,0
ECOR33,BCH953_P5,0
ECOR30,BCH953_P5,0
ECOR29,BCH953_P5,0
ECOR67,BCH953_P5,1
NILS02,BCH953_P5,0
ECOR26,BCH953_P5,0
ECOR27,BCH953_P5,0
ECOR28,BCH953_P5,0
ECOR45,BCH953_P5,0
55989,BCH953_P5,0
NILS33,BCH953_P5,0
ECOR69,BCH953_P5,0
ECOR58,BCH953_P5,0
ECOR72,BCH953_P5,0
NILS47,BCH953_P5,1
ECOR70,BCH953_P5,0
ECOR71,BCH953_P5,0
NILS15,BCH953_P5,0
NILS48,BCH953_P5,0
NILS34,BCH953_P5,1
NILS40,BCH953_P5,0
ECOR11,BCH953_P5,1
NILS09,BCH953_P5,0
NILS30,BCH953_P5,1
NILS32,BCH953_P5,0
NILS06,BCH953_P5,0
NILS22,BCH953_P5,0
NILS16,BCH953_P5,0
NILS35,BCH953_P5,0
ECOR10,BCH953_P5,0
ECOR12,BCH953_P5,0
ECOR25,BCH953_P5,0
NILS13,BCH953_P5,0
NILS10,BCH953_P5,0
NILS07,BCH953_P5,0
NILS14,BCH953_P5,0
ECOR13,BCH953_P5,1
NILS11,BCH953_P5,1
ECOR14,BCH953_P5,0
NILS08,BCH953_P5,0
ECOR21,BCH953_P5,0
ECOR20,BCH953_P5,0
ECOR18,BCH953_P5,1
ECOR19,BCH953_P5,0
NILS17,BCH953_P5,0
NILS12,BCH953_P5,0
ECOR23,BCH953_P5,0
NILS41,BCH953_P5,0
BL21,BCH953_P5,0
ECOR17,BCH953_P5,0
NILS03,BCH953_P5,0
ECOR22,BCH953_P5,0
ECOR16,BCH953_P5,1
NILS04,BCH953_P5,0
ECOR15,BCH953_P5,0
NILS43,BCH953_P5,1
NILS37,BCH953_P5,0
ECOR24,BCH953_P5,0
ROAR274,BCH953_P5,0
ECOR42,BCH953_P5,0
ROAR036,BCH953_P5,0
NILS05,BCH953_P5,0
ROAR387,BCH953_P5,0
B6A1,BCH953_P5,0
ECOR31,BCH953_P5,0
LMR3158,BCH953_P5,0
ROAR131,BCH953_P5,0
ROAR059,BCH953_P5,0
EDL933,BCH953_P5,0
ECOR37,BCH953_P5,0
ROAR029,BCH953_P5,1
ROAR012,BCH953_P5,1
NILS45,BCH953_P5,0
TW10509,BCH953_P5,0
NILS31,BCH953_P5,0
370D,BCH953_P5,0
M863,BCH953_P5,1
B49,BCH953_P5,0
ECOR54,LF73_P1,1
ECOR52,LF73_P1,1
ECOR51,LF73_P1,1
ECOR55,LF73_P1,1
ECOR57,LF73_P1,0
NILS59,LF73_P1,1
NILS71,LF73_P1,1
ECOR56,LF73_P1,1
NILS74,LF73_P1,1
NILS79,LF73_P1,1
NILS72,LF73_P1,1
NILS29,LF73_P1,1
NILS65,LF73_P1,0
536,LF73_P1,1
NILS81,LF73_P1,1
NILS82,LF73_P1,0
NILS78,LF73_P1,0
NILS57,LF73_P1,1
AL505,LF73_P1,1
NILS67,LF73_P1,1
ECOR61,LF73_P1,1
ECOR62,LF73_P1,1
NILS68,LF73_P1,1
NILS21,LF73_P1,1
NILS66,LF73_P1,1
ECOR59,LF73_P1,1
ECOR60,LF73_P1,1
NILS75,LF73_P1,1
NILS70,LF73_P1,0
ECOR53,LF73_P1,1
NILS54,LF73_P1,1
T145,LF73_P1,1
NILS62,LF73_P1,1
MT1B1,LF73_P1,1
NILS61,LF73_P1,1
LF82,LF73_P1,0
NILS26,LF73_P1,0
NILS80,LF73_P1,1
ED1A,LF73_P1,0
NILS20,LF73_P1,0
381A,LF73_P1,0
ECOR65,LF73_P1,0
NILS77,LF73_P1,0
ECOR64,LF73_P1,1
NILS28,LF73_P1,1
NILS58,LF73_P1,1
ECOR63,LF73_P1,1
NILS64,LF73_P1,1
NILS25,LF73_P1,1
NILS55,LF73_P1,1
NILS27,LF73_P1,1
NILS73,LF73_P1,1
NILS19,LF73_P1,1
LM33,LF73_P1,1
NILS44,LF73_P1,1
NILS53,LF73_P1,0
NILS76,LF73_P1,1
NILS63,LF73_P1,1
NILS69,LF73_P1,1
ECOR66,LF73_P1,1
DEC2A,LF73_P1,0
DEC1A,LF73_P1,0
NILS60,LF73_P1,0
ROAR434,LF73_P1,1
921A,LF73_P1,0
916A,LF73_P1,1
ECOR38,LF73_P1,1
ECOR39,LF73_P1,1
ECOR41,LF73_P1,1
ECOR40,LF73_P1,1
IAI39,LF73_P1,1
ECOR35,LF73_P1,1
ECOR36,LF73_P1,1
NILS36,LF73_P1,1
NILS01,LF73_P1,1
NILS39,LF73_P1,1
NILS50,LF73_P1,1
NILS46,LF73_P1,1
NILS18,LF73_P1,1
ECOR47,LF73_P1,1
ECOR44,LF73_P1,1
NILS38,LF73_P1,1
NILS51,LF73_P1,1
ECOR49,LF73_P1,1
ECOR50,LF73_P1,1
NILS56,LF73_P1,1
ECOR46,LF73_P1,1
NILS42,LF73_P1,1
NILS52,LF73_P1,1
ECOR48,LF73_P1,1
NILS23,LF73_P1,0
H14,LF73_P1,0
ROAR400,LF73_P1,0
NILS49,LF73_P1,0
NILS24,LF73_P1,0
H4,LF73_P1,1
H48,LF73_P1,0
ECOR34,LF73_P1,1
ECOR32,LF73_P1,1
ECOR33,LF73_P1,1
ECOR30,LF73_P1,0
ECOR29,LF73_P1,0
ECOR67,LF73_P1,1
NILS02,LF73_P1,0
ECOR26,LF73_P1,0
ECOR27,LF73_P1,1
ECOR28,LF73_P1,0
ECOR45,LF73_P1,1
55989,LF73_P1,0
NILS33,LF73_P1,1
ECOR69,LF73_P1,0
ECOR58,LF73_P1,0
ECOR72,LF73_P1,0
NILS47,LF73_P1,0
ECOR70,LF73_P1,1
ECOR71,LF73_P1,1
NILS15,LF73_P1,0
NILS48,LF73_P1,1
NILS34,LF73_P1,1
NILS40,LF73_P1,0
ECOR11,LF73_P1,1
NILS09,LF73_P1,1
NILS30,LF73_P1,1
NILS32,LF73_P1,1
NILS06,LF73_P1,0
NILS22,LF73_P1,0
NILS16,LF73_P1,1
NILS35,LF73_P1,1
ECOR10,LF73_P1,0
ECOR12,LF73_P1,1
ECOR25,LF73_P1,0
NILS13,LF73_P1,0
NILS10,LF73_P1,1
NILS07,LF73_P1,0
NILS14,LF73_P1,1
ECOR13,LF73_P1,1
NILS11,LF73_P1,1
ECOR14,LF73_P1,1
NILS08,LF73_P1,0
ECOR21,LF73_P1,0
ECOR20,LF73_P1,0
ECOR18,LF73_P1,0
ECOR19,LF73_P1,0
NILS17,LF73_P1,0
NILS12,LF73_P1,0
ECOR23,LF73_P1,0
NILS41,LF73_P1,0
BL21,LF73_P1,1
ECOR17,LF73_P1,0
NILS03,LF73_P1,1
ECOR22,LF73_P1,0
ECOR16,LF73_P1,1
NILS04,LF73_P1,0
ECOR15,LF73_P1,1
NILS43,LF73_P1,1
NILS37,LF73_P1,0
ECOR24,LF73_P1,1
ROAR274,LF73_P1,1
ECOR42,LF73_P1,0
ROAR036,LF73_P1,1
NILS05,LF73_P1,1
ROAR387,LF73_P1,0
B6A1,LF73_P1,0
ECOR31,LF73_P1,0
LMR3158,LF73_P1,0
ROAR131,LF73_P1,0
ROAR059,LF73_P1,1
EDL933,LF73_P1,0
ECOR37,LF73_P1,1
ROAR029,LF73_P1,1
ROAR012,LF73_P1,0
NILS45,LF73_P1,1
TW10509,LF73_P1,1
NILS31,LF73_P1,0
370D,LF73_P1,0
M863,LF73_P1,1
B49,LF73_P1,1
ECOR54,LF73_P3,1
ECOR52,LF73_P3,1
ECOR51,LF73_P3,1
ECOR55,LF73_P3,1
ECOR57,LF73_P3,0
NILS59,LF73_P3,1
NILS71,LF73_P3,1
ECOR56,LF73_P3,1
NILS74,LF73_P3,1
NILS79,LF73_P3,1
NILS72,LF73_P3,1
NILS29,LF73_P3,1
NILS65,LF73_P3,1
536,LF73_P3,1
NILS81,LF73_P3,0
NILS82,LF73_P3,1
NILS78,LF73_P3,0
NILS57,LF73_P3,1
AL505,LF73_P3,1
NILS67,LF73_P3,1
ECOR61,LF73_P3,1
ECOR62,LF73_P3,1
NILS68,LF73_P3,1
NILS21,LF73_P3,0
NILS66,LF73_P3,1
ECOR59,LF73_P3,0
ECOR60,LF73_P3,1
NILS75,LF73_P3,1
NILS70,LF73_P3,0
ECOR53,LF73_P3,0
NILS54,LF73_P3,1
T145,LF73_P3,1
NILS62,LF73_P3,0
MT1B1,LF73_P3,1
NILS61,LF73_P3,1
LF82,LF73_P3,0
NILS26,LF73_P3,0
NILS80,LF73_P3,1
ED1A,LF73_P3,0
NILS20,LF73_P3,0
381A,LF73_P3,0
ECOR65,LF73_P3,0
NILS77,LF73_P3,0
ECOR64,LF73_P3,1
NILS28,LF73_P3,1
NILS58,LF73_P3,1
ECOR63,LF73_P3,1
NILS64,LF73_P3,0
NILS25,LF73_P3,0
NILS55,LF73_P3,0
NILS27,LF73_P3,1
NILS73,LF73_P3,1
NILS19,LF73_P3,0
LM33,LF73_P3,0
NILS44,LF73_P3,0
NILS53,LF73_P3,0
NILS76,LF73_P3,1
NILS63,LF73_P3,1
NILS69,LF73_P3,1
ECOR66,LF73_P3,0
DEC2A,LF73_P3,0
DEC1A,LF73_P3,0
NILS60,LF73_P3,0
ROAR434,LF73_P3,1
921A,LF73_P3,0
916A,LF73_P3,0
ECOR38,LF73_P3,1
ECOR39,LF73_P3,1
ECOR41,LF73_P3,0
ECOR40,LF73_P3,0
IAI39,LF73_P3,1
ECOR35,LF73_P3,0
ECOR36,LF73_P3,1
NILS36,LF73_P3,0
NILS01,LF73_P3,0
NILS39,LF73_P3,0
NILS50,LF73_P3,1
NILS46,LF73_P3,1
NILS18,LF73_P3,1
ECOR47,LF73_P3,0
ECOR44,LF73_P3,0
NILS38,LF73_P3,0
NILS51,LF73_P3,0
ECOR49,LF73_P3,1
ECOR50,LF73_P3,1
NILS56,LF73_P3,1
ECOR46,LF73_P3,1
NILS42,LF73_P3,1
NILS52,LF73_P3,1
ECOR48,LF73_P3,1
NILS23,LF73_P3,0
H14,LF73_P3,0
ROAR400,LF73_P3,0
NILS49,LF73_P3,0
NILS24,LF73_P3,0
H4,LF73_P3,1
H48,LF73_P3,1
ECOR34,LF73_P3,1
ECOR32,LF73_P3,0
ECOR33,LF73_P3,0
ECOR30,LF73_P3,0
ECOR29,LF73_P3,0
ECOR67,LF73_P3,0
NILS02,LF73_P3,0
ECOR26,LF73_P3,0
ECOR27,LF73_P3,0
ECOR28,LF73_P3,0
ECOR45,LF73_P3,0
55989,LF73_P3,0
NILS33,LF73_P3,0
ECOR69,LF73_P3,0
ECOR58,LF73_P3,0
ECOR72,LF73_P3,0
NILS47,LF73_P3,0
ECOR70,LF73_P3,0
ECOR71,LF73_P3,0
NILS15,LF73_P3,0
NILS48,LF73_P3,0
NILS34,LF73_P3,0
NILS40,LF73_P3,0
ECOR11,LF73_P3,1
NILS09,LF73_P3,1
NILS30,LF73_P3,1
NILS32,LF73_P3,1
NILS06,LF73_P3,0
NILS22,LF73_P3,0
NILS16,LF73_P3,0
NILS35,LF73_P3,1
ECOR10,LF73_P3,0
ECOR12,LF73_P3,0
ECOR25,LF73_P3,0
NILS13,LF73_P3,0
NILS10,LF73_P3,1
NILS07,LF73_P3,0
NILS14,LF73_P3,0
ECOR13,LF73_P3,1
NILS11,LF73_P3,1
ECOR14,LF73_P3,0
NILS08,LF73_P3,1
ECOR21,LF73_P3,0
ECOR20,LF73_P3,0
ECOR18,LF73_P3,0
ECOR19,LF73_P3,0
NILS17,LF73_P3,0
NILS12,LF73_P3,0
ECOR23,LF73_P3,0
NILS41,LF73_P3,0
BL21,LF73_P3,1
ECOR17,LF73_P3,0
NILS03,LF73_P3,0
ECOR22,LF73_P3,1
ECOR16,LF73_P3,1
NILS04,LF73_P3,0
ECOR15,LF73_P3,0
NILS43,LF73_P3,1
NILS37,LF73_P3,0
ECOR24,LF73_P3,1
ROAR274,LF73_P3,1
ECOR42,LF73_P3,1
ROAR036,LF73_P3,0
NILS05,LF73_P3,1
ROAR387,LF73_P3,0
B6A1,LF73_P3,0
ECOR31,LF73_P3,0
LMR3158,LF73_P3,0
ROAR131,LF73_P3,1
ROAR059,LF73_P3,1
EDL933,LF73_P3,0
ECOR37,LF73_P3,1
ROAR029,LF73_P3,0
ROAR012,LF73_P3,1
NILS45,LF73_P3,1
TW10509,LF73_P3,1
NILS31,LF73_P3,1
370D,LF73_P3,0
M863,LF73_P3,0
B49,LF73_P3,0
ECOR54,NIC06_P2,0
ECOR52,NIC06_P2,0
ECOR51,NIC06_P2,1
ECOR55,NIC06_P2,1
ECOR57,NIC06_P2,1
NILS59,NIC06_P2,0
NILS71,NIC06_P2,0
ECOR56,NIC06_P2,1
NILS74,NIC06_P2,1
NILS79,NIC06_P2,1
NILS72,NIC06_P2,1
NILS29,NIC06_P2,0
NILS65,NIC06_P2,0
536,NIC06_P2,0
NILS81,NIC06_P2,1
NILS82,NIC06_P2,0
NILS78,NIC06_P2,0
NILS57,NIC06_P2,0
AL505,NIC06_P2,0
NILS67,NIC06_P2,0
ECOR61,NIC06_P2,0
ECOR62,NIC06_P2,0
NILS68,NIC06_P2,0
NILS21,NIC06_P2,0
NILS66,NIC06_P2,1
ECOR59,NIC06_P2,1
ECOR60,NIC06_P2,1
NILS75,NIC06_P2,0
NILS70,NIC06_P2,0
ECOR53,NIC06_P2,1
NILS54,NIC06_P2,0
T145,NIC06_P2,0
NILS62,NIC06_P2,0
MT1B1,NIC06_P2,1
NILS61,NIC06_P2,0
LF82,NIC06_P2,0
NILS26,NIC06_P2,0
NILS80,NIC06_P2,1
ED1A,NIC06_P2,0
NILS20,NIC06_P2,0
381A,NIC06_P2,0
ECOR65,NIC06_P2,1
NILS77,NIC06_P2,0
ECOR64,NIC06_P2,1
NILS28,NIC06_P2,1
NILS58,NIC06_P2,0
ECOR63,NIC06_P2,1
NILS64,NIC06_P2,0
NILS25,NIC06_P2,0
NILS55,NIC06_P2,0
NILS27,NIC06_P2,1
NILS73,NIC06_P2,1
NILS19,NIC06_P2,1
LM33,NIC06_P2,1
NILS44,NIC06_P2,1
NILS53,NIC06_P2,1
NILS76,NIC06_P2,0
NILS63,NIC06_P2,0
NILS69,NIC06_P2,1
ECOR66,NIC06_P2,0
DEC2A,NIC06_P2,0
DEC1A,NIC06_P2,0
NILS60,NIC06_P2,0
ROAR434,NIC06_P2,1
921A,NIC06_P2,1
916A,NIC06_P2,1
ECOR38,NIC06_P2,0
ECOR39,NIC06_P2,1
ECOR41,NIC06_P2,1
ECOR40,NIC06_P2,1
IAI39,NIC06_P2,1
ECOR35,NIC06_P2,1
ECOR36,NIC06_P2,1
NILS36,NIC06_P2,0
NILS01,NIC06_P2,0
NILS39,NIC06_P2,1
NILS50,NIC06_P2,0
NILS46,NIC06_P2,1
NILS18,NIC06_P2,1
ECOR47,NIC06_P2,1
ECOR44,NIC06_P2,1
NILS38,NIC06_P2,0
NILS51,NIC06_P2,0
ECOR49,NIC06_P2,1
ECOR50,NIC06_P2,0
NILS56,NIC06_P2,1
ECOR46,NIC06_P2,0
NILS42,NIC06_P2,0
NILS52,NIC06_P2,0
ECOR48,NIC06_P2,1
NILS23,NIC06_P2,0
H14,NIC06_P2,1
ROAR400,NIC06_P2,0
NILS49,NIC06_P2,1
NILS24,NIC06_P2,0
H4,NIC06_P2,0
H48,NIC06_P2,0
ECOR34,NIC06_P2,1
ECOR32,NIC06_P2,0
ECOR33,NIC06_P2,0
ECOR30,NIC06_P2,1
ECOR29,NIC06_P2,0
ECOR67,NIC06_P2,0
NILS02,NIC06_P2,0
ECOR26,NIC06_P2,0
ECOR27,NIC06_P2,0
ECOR28,NIC06_P2,0
ECOR45,NIC06_P2,0
55989,NIC06_P2,0
NILS33,NIC06_P2,0
ECOR69,NIC06_P2,0
ECOR58,NIC06_P2,1
ECOR72,NIC06_P2,1
NILS47,NIC06_P2,1
ECOR70,NIC06_P2,0
ECOR71,NIC06_P2,0
NILS15,NIC06_P2,0
NILS48,NIC06_P2,0
NILS34,NIC06_P2,0
NILS40,NIC06_P2,0
ECOR11,NIC06_P2,1
NILS09,NIC06_P2,1
NILS30,NIC06_P2,1
NILS32,NIC06_P2,0
NILS06,NIC06_P2,1
NILS22,NIC06_P2,0
NILS16,NIC06_P2,1
NILS35,NIC06_P2,1
ECOR10,NIC06_P2,0
ECOR12,NIC06_P2,0
ECOR25,NIC06_P2,0
NILS13,NIC06_P2,0
NILS10,NIC06_P2,1
NILS07,NIC06_P2,0
NILS14,NIC06_P2,0
ECOR13,NIC06_P2,1
NILS11,NIC06_P2,1
ECOR14,NIC06_P2,0
NILS08,NIC06_P2,0
ECOR21,NIC06_P2,0
ECOR20,NIC06_P2,0
ECOR18,NIC06_P2,0
ECOR19,NIC06_P2,0
NILS17,NIC06_P2,0
NILS12,NIC06_P2,0
ECOR23,NIC06_P2,0
NILS41,NIC06_P2,0
BL21,NIC06_P2,1
ECOR17,NIC06_P2,0
NILS03,NIC06_P2,0
ECOR22,NIC06_P2,0
ECOR16,NIC06_P2,1
NILS04,NIC06_P2,1
ECOR15,NIC06_P2,0
NILS43,NIC06_P2,1
NILS37,NIC06_P2,0
ECOR24,NIC06_P2,1
ROAR274,NIC06_P2,0
ECOR42,NIC06_P2,0
ROAR036,NIC06_P2,0
NILS05,NIC06_P2,1
ROAR387,NIC06_P2,1
B6A1,NIC06_P2,0
ECOR31,NIC06_P2,0
LMR3158,NIC06_P2,1
ROAR131,NIC06_P2,1
ROAR059,NIC06_P2,1
EDL933,NIC06_P2,0
ECOR37,NIC06_P2,1
ROAR029,NIC06_P2,0
ROAR012,NIC06_P2,1
NILS45,NIC06_P2,1
TW10509,NIC06_P2,1
NILS31,NIC06_P2,0
370D,NIC06_P2,0
M863,NIC06_P2,0
B49,NIC06_P2,0
ECOR54,AN17_P8,0
ECOR52,AN17_P8,0
ECOR51,AN17_P8,1
ECOR55,AN17_P8,1
ECOR57,AN17_P8,0
NILS59,AN17_P8,0
NILS71,AN17_P8,0
ECOR56,AN17_P8,1
NILS74,AN17_P8,1
NILS79,AN17_P8,0
NILS72,AN17_P8,0
NILS29,AN17_P8,0
NILS65,AN17_P8,0
536,AN17_P8,0
NILS81,AN17_P8,1
NILS82,AN17_P8,1
NILS78,AN17_P8,0
NILS57,AN17_P8,1
AL505,AN17_P8,0
NILS67,AN17_P8,1
ECOR61,AN17_P8,1
ECOR62,AN17_P8,0
NILS68,AN17_P8,1
NILS21,AN17_P8,0
NILS66,AN17_P8,0
ECOR59,AN17_P8,0
ECOR60,AN17_P8,0
NILS75,AN17_P8,0
NILS70,AN17_P8,0
ECOR53,AN17_P8,0
NILS54,AN17_P8,1
T145,AN17_P8,0
NILS62,AN17_P8,0
MT1B1,AN17_P8,0
NILS61,AN17_P8,0
LF82,AN17_P8,0
NILS26,AN17_P8,0
NILS80,AN17_P8,0
ED1A,AN17_P8,0
NILS20,AN17_P8,0
381A,AN17_P8,0
ECOR65,AN17_P8,0
NILS77,AN17_P8,0
ECOR64,AN17_P8,1
NILS28,AN17_P8,1
NILS58,AN17_P8,0
ECOR63,AN17_P8,1
NILS64,AN17_P8,0
NILS25,AN17_P8,0
NILS55,AN17_P8,0
NILS27,AN17_P8,0
NILS73,AN17_P8,0
NILS19,AN17_P8,1
LM33,AN17_P8,0
NILS44,AN17_P8,0
NILS53,AN17_P8,0
NILS76,AN17_P8,0
NILS63,AN17_P8,0
NILS69,AN17_P8,0
ECOR66,AN17_P8,0
DEC2A,AN17_P8,0
DEC1A,AN17_P8,0
NILS60,AN17_P8,0
ROAR434,AN17_P8,1
921A,AN17_P8,0
916A,AN17_P8,1
ECOR38,AN17_P8,0
ECOR39,AN17_P8,1
ECOR41,AN17_P8,0
ECOR40,AN17_P8,0
IAI39,AN17_P8,0
ECOR35,AN17_P8,0
ECOR36,AN17_P8,1
NILS36,AN17_P8,0
NILS01,AN17_P8,0
NILS39,AN17_P8,0
NILS50,AN17_P8,0
NILS46,AN17_P8,0
NILS18,AN17_P8,1
ECOR47,AN17_P8,1
ECOR44,AN17_P8,0
NILS38,AN17_P8,0
NILS51,AN17_P8,0
ECOR49,AN17_P8,1
ECOR50,AN17_P8,1
NILS56,AN17_P8,0
ECOR46,AN17_P8,0
NILS42,AN17_P8,0
NILS52,AN17_P8,0
ECOR48,AN17_P8,1
NILS23,AN17_P8,0
H14,AN17_P8,0
ROAR400,AN17_P8,0
NILS49,AN17_P8,0
NILS24,AN17_P8,0
H4,AN17_P8,0
H48,AN17_P8,0
ECOR34,AN17_P8,0
ECOR32,AN17_P8,0
ECOR33,AN17_P8,0
ECOR30,AN17_P8,1
ECOR29,AN17_P8,0
ECOR67,AN17_P8,0
NILS02,AN17_P8,0
ECOR26,AN17_P8,0
ECOR27,AN17_P8,0
ECOR28,AN17_P8,0
ECOR45,AN17_P8,0
55989,AN17_P8,0
NILS33,AN17_P8,0
ECOR69,AN17_P8,0
ECOR58,AN17_P8,0
ECOR72,AN17_P8,0
NILS47,AN17_P8,0
ECOR70,AN17_P8,0
ECOR71,AN17_P8,0
NILS15,AN17_P8,0
NILS48,AN17_P8,0
NILS34,AN17_P8,0
NILS40,AN17_P8,0
ECOR11,AN17_P8,1
NILS09,AN17_P8,0
NILS30,AN17_P8,0
NILS32,AN17_P8,0
NILS06,AN17_P8,0
NILS22,AN17_P8,0
