strain,phage,interaction
NILS53,MT1B1_3A1,1
NILS76,MT1B1_3A1,0
NILS63,MT1B1_3A1,0
NILS69,MT1B1_3A1,1
ECOR66,MT1B1_3A1,0
DEC2A,MT1B1_3A1,0
DEC1A,MT1B1_3A1,0
NILS60,MT1B1_3A1,0
ROAR434,MT1B1_3A1,0
921A,MT1B1_3A1,0
916A,MT1B1_3A1,0
ECOR38,MT1B1_3A1,1
ECOR39,MT1B1_3A1,1
ECOR41,MT1B1_3A1,1
ECOR40,MT1B1_3A1,1
IAI39,MT1B1_3A1,1
ECOR35,MT1B1_3A1,1
ECOR36,MT1B1_3A1,1
NILS36,MT1B1_3A1,0
NILS01,MT1B1_3A1,0
NILS39,MT1B1_3A1,0
NILS50,MT1B1_3A1,0
NILS46,MT1B1_3A1,1
NILS18,MT1B1_3A1,0
ECOR47,MT1B1_3A1,1
ECOR44,MT1B1_3A1,0
NILS38,MT1B1_3A1,0
NILS51,MT1B1_3A1,0
ECOR49,MT1B1_3A1,0
ECOR50,MT1B1_3A1,0
NILS56,MT1B1_3A1,0
ECOR46,MT1B1_3A1,0
NILS42,MT1B1_3A1,0
NILS52,MT1B1_3A1,0
ECOR48,MT1B1_3A1,0
NILS23,MT1B1_3A1,0
H14,MT1B1_3A1,0
ROAR400,MT1B1_3A1,0
NILS49,MT1B1_3A1,0
NILS24,MT1B1_3A1,0
H4,MT1B1_3A1,0
H48,MT1B1_3A1,0
ECOR34,MT1B1_3A1,1
ECOR32,MT1B1_3A1,0
ECOR33,MT1B1_3A1,0
ECOR30,MT1B1_3A1,0
ECOR29,MT1B1_3A1,0
ECOR67,MT1B1_3A1,0
NILS02,MT1B1_3A1,0
ECOR26,MT1B1_3A1,0
ECOR27,MT1B1_3A1,0
ECOR28,MT1B1_3A1,0
ECOR45,MT1B1_3A1,0
55989,MT1B1_3A1,0
NILS33,MT1B1_3A1,0
ECOR69,MT1B1_3A1,0
ECOR58,MT1B1_3A1,0
ECOR72,MT1B1_3A1,0
NILS47,MT1B1_3A1,0
ECOR70,MT1B1_3A1,0
ECOR71,MT1B1_3A1,0
NILS15,MT1B1_3A1,0
NILS48,MT1B1_3A1,0
NILS34,MT1B1_3A1,0
NILS40,MT1B1_3A1,0
ECOR11,MT1B1_3A1,0
NILS09,MT1B1_3A1,1
NILS30,MT1B1_3A1,1
NILS32,MT1B1_3A1,0
NILS06,MT1B1_3A1,0
NILS22,MT1B1_3A1,0
NILS16,MT1B1_3A1,0
NILS35,MT1B1_3A1,0
ECOR10,MT1B1_3A1,0
ECOR12,MT1B1_3A1,0
ECOR25,MT1B1_3A1,0
NILS13,MT1B1_3A1,0
NILS10,MT1B1_3A1,0
NILS07,MT1B1_3A1,0
NILS14,MT1B1_3A1,0
ECOR13,MT1B1_3A1,1
NILS11,MT1B1_3A1,1
ECOR14,MT1B1_3A1,0
NILS08,MT1B1_3A1,0
ECOR21,MT1B1_3A1,0
ECOR20,MT1B1_3A1,0
ECOR18,MT1B1_3A1,0
ECOR19,MT1B1_3A1,0
NILS17,MT1B1_3A1,0
NILS12,MT1B1_3A1,0
ECOR23,MT1B1_3A1,0
NILS41,MT1B1_3A1,0
BL21,MT1B1_3A1,0
ECOR17,MT1B1_3A1,0
NILS03,MT1B1_3A1,0
ECOR22,MT1B1_3A1,0
ECOR16,MT1B1_3A1,0
NILS04,MT1B1_3A1,0
ECOR15,MT1B1_3A1,0
NILS43,MT1B1_3A1,0
NILS37,MT1B1_3A1,0
ECOR24,MT1B1_3A1,1
ROAR274,MT1B1_3A1,0
ECOR42,MT1B1_3A1,0
ROAR036,MT1B1_3A1,0
NILS05,MT1B1_3A1,0
ROAR387,MT1B1_3A1,0
B6A1,MT1B1_3A1,0
ECOR31,MT1B1_3A1,0
LMR3158,MT1B1_3A1,0
ROAR131,MT1B1_3A1,0
ROAR059,MT1B1_3A1,0
EDL933,MT1B1_3A1,0
ECOR37,MT1B1_3A1,0
ROAR029,MT1B1_3A1,0
ROAR012,MT1B1_3A1,0
NILS45,MT1B1_3A1,0
TW10509,MT1B1_3A1,1
NILS31,MT1B1_3A1,0
370D,MT1B1_3A1,0
M863,MT1B1_3A1,0
B49,MT1B1_3A1,0
ECOR54,409_P3,0
ECOR52,409_P3,0
ECOR51,409_P3,0
ECOR55,409_P3,1
ECOR57,409_P3,0
NILS59,409_P3,0
NILS71,409_P3,0
ECOR56,409_P3,0
NILS74,409_P3,0
NILS79,409_P3,0
NILS72,409_P3,0
NILS29,409_P3,0
NILS65,409_P3,0
536,409_P3,0
NILS81,409_P3,0
NILS82,409_P3,0
NILS78,409_P3,0
NILS57,409_P3,0
AL505,409_P3,0
NILS67,409_P3,0
ECOR61,409_P3,0
ECOR62,409_P3,0
NILS68,409_P3,0
NILS21,409_P3,0
NILS66,409_P3,0
ECOR59,409_P3,0
ECOR60,409_P3,0
NILS75,409_P3,0
NILS70,409_P3,0
ECOR53,409_P3,0
NILS54,409_P3,0
T145,409_P3,0
NILS62,409_P3,0
MT1B1,409_P3,0
NILS61,409_P3,0
LF82,409_P3,0
NILS26,409_P3,0
NILS80,409_P3,0
ED1A,409_P3,0
NILS20,409_P3,0
381A,409_P3,0
ECOR65,409_P3,0
NILS77,409_P3,0
ECOR64,409_P3,1
NILS28,409_P3,0
NILS58,409_P3,0
ECOR63,409_P3,0
NILS64,409_P3,0
NILS25,409_P3,1
NILS55,409_P3,0
NILS27,409_P3,1
NILS73,409_P3,0
NILS19,409_P3,0
LM33,409_P3,0
NILS44,409_P3,0
NILS53,409_P3,0
NILS76,409_P3,0
NILS63,409_P3,0
NILS69,409_P3,0
ECOR66,409_P3,0
DEC2A,409_P3,0
DEC1A,409_P3,0
NILS60,409_P3,0
ROAR434,409_P3,0
921A,409_P3,0
916A,409_P3,0
ECOR38,409_P3,0
ECOR39,409_P3,0
ECOR41,409_P3,0
ECOR40,409_P3,0
IAI39,409_P3,0
ECOR35,409_P3,0
ECOR36,409_P3,0
NILS36,409_P3,0
NILS01,409_P3,1
NILS39,409_P3,0
NILS50,409_P3,0
NILS46,409_P3,0
NILS18,409_P3,0
ECOR47,409_P3,0
ECOR44,409_P3,0
NILS38,409_P3,0
NILS51,409_P3,0
ECOR49,409_P3,1
ECOR50,409_P3,1
NILS56,409_P3,0
ECOR46,409_P3,0
NILS42,409_P3,0
NILS52,409_P3,0
ECOR48,409_P3,0
NILS23,409_P3,0
H14,409_P3,0
ROAR400,409_P3,0
NILS49,409_P3,0
NILS24,409_P3,0
H4,409_P3,0
H48,409_P3,0
ECOR34,409_P3,0
ECOR32,409_P3,0
ECOR33,409_P3,0
ECOR30,409_P3,0
ECOR29,409_P3,0
ECOR67,409_P3,0
NILS02,409_P3,0
ECOR26,409_P3,0
ECOR27,409_P3,0
ECOR28,409_P3,0
ECOR45,409_P3,0
55989,409_P3,0
NILS33,409_P3,0
ECOR69,409_P3,0
ECOR58,409_P3,0
ECOR72,409_P3,0
NILS47,409_P3,0
ECOR70,409_P3,0
ECOR71,409_P3,0
NILS15,409_P3,0
NILS48,409_P3,0
NILS34,409_P3,0
NILS40,409_P3,0
ECOR11,409_P3,1
NILS09,409_P3,0
NILS30,409_P3,0
NILS32,409_P3,0
NILS06,409_P3,0
NILS22,409_P3,0
NILS16,409_P3,0
NILS35,409_P3,0
ECOR10,409_P3,0
ECOR12,409_P3,0
ECOR25,409_P3,0
NILS13,409_P3,0
NILS10,409_P3,0
NILS07,409_P3,0
NILS14,409_P3,0
ECOR13,409_P3,0
NILS11,409_P3,0
ECOR14,409_P3,0
NILS08,409_P3,0
ECOR21,409_P3,0
ECOR20,409_P3,0
ECOR18,409_P3,0
ECOR19,409_P3,0
NILS17,409_P3,0
NILS12,409_P3,0
ECOR23,409_P3,0
NILS41,409_P3,0
BL21,409_P3,0
ECOR17,409_P3,0
NILS03,409_P3,0
ECOR22,409_P3,0
ECOR16,409_P3,0
NILS04,409_P3,0
ECOR15,409_P3,0
NILS43,409_P3,0
NILS37,409_P3,0
ECOR24,409_P3,0
ROAR274,409_P3,0
ECOR42,409_P3,0
ROAR036,409_P3,0
NILS05,409_P3,0
ROAR387,409_P3,0
B6A1,409_P3,0
ECOR31,409_P3,0
LMR3158,409_P3,0
ROAR131,409_P3,0
ROAR059,409_P3,0
EDL933,409_P3,0
ECOR37,409_P3,0
ROAR029,409_P3,0
ROAR012,409_P3,0
NILS45,409_P3,0
TW10509,409_P3,0
NILS31,409_P3,0
370D,409_P3,0
M863,409_P3,0
B49,409_P3,0
ECOR54,409_P5,0
ECOR52,409_P5,0
ECOR51,409_P5,0
ECOR55,409_P5,1
ECOR57,409_P5,0
NILS59,409_P5,0
NILS71,409_P5,0
ECOR56,409_P5,0
NILS74,409_P5,0
NILS79,409_P5,0
NILS72,409_P5,0
NILS29,409_P5,0
NILS65,409_P5,0
536,409_P5,0
NILS81,409_P5,0
NILS82,409_P5,0
NILS78,409_P5,0
NILS57,409_P5,0
AL505,409_P5,0
NILS67,409_P5,0
ECOR61,409_P5,0
ECOR62,409_P5,0
NILS68,409_P5,0
NILS21,409_P5,0
NILS66,409_P5,0
ECOR59,409_P5,0
ECOR60,409_P5,0
NILS75,409_P5,0
NILS70,409_P5,0
ECOR53,409_P5,0
NILS54,409_P5,0
T145,409_P5,0
NILS62,409_P5,0
MT1B1,409_P5,0
NILS61,409_P5,0
LF82,409_P5,0
NILS26,409_P5,0
NILS80,409_P5,0
ED1A,409_P5,0
NILS20,409_P5,0
381A,409_P5,0
ECOR65,409_P5,0
NILS77,409_P5,0
ECOR64,409_P5,1
NILS28,409_P5,0
NILS58,409_P5,0
ECOR63,409_P5,0
NILS64,409_P5,0
NILS25,409_P5,1
NILS55,409_P5,0
NILS27,409_P5,1
NILS73,409_P5,0
NILS19,409_P5,0
LM33,409_P5,0
NILS44,409_P5,0
NILS53,409_P5,0
NILS76,409_P5,0
NILS63,409_P5,0
NILS69,409_P5,0
ECOR66,409_P5,0
DEC2A,409_P5,0
DEC1A,409_P5,0
NILS60,409_P5,0
ROAR434,409_P5,0
921A,409_P5,0
916A,409_P5,0
ECOR38,409_P5,0
ECOR39,409_P5,0
ECOR41,409_P5,0
ECOR40,409_P5,0
IAI39,409_P5,0
ECOR35,409_P5,0
ECOR36,409_P5,0
NILS36,409_P5,0
NILS01,409_P5,1
NILS39,409_P5,0
NILS50,409_P5,0
NILS46,409_P5,0
NILS18,409_P5,0
ECOR47,409_P5,0
ECOR44,409_P5,0
NILS38,409_P5,0
NILS51,409_P5,0
ECOR49,409_P5,1
ECOR50,409_P5,1
NILS56,409_P5,0
ECOR46,409_P5,0
NILS42,409_P5,0
NILS52,409_P5,0
ECOR48,409_P5,0
NILS23,409_P5,0
H14,409_P5,0
ROAR400,409_P5,0
NILS49,409_P5,0
NILS24,409_P5,0
H4,409_P5,0
H48,409_P5,0
ECOR34,409_P5,0
ECOR32,409_P5,0
ECOR33,409_P5,0
ECOR30,409_P5,0
ECOR29,409_P5,0
ECOR67,409_P5,0
NILS02,409_P5,0
ECOR26,409_P5,0
ECOR27,409_P5,0
ECOR28,409_P5,0
ECOR45,409_P5,0
55989,409_P5,0
NILS33,409_P5,0
ECOR69,409_P5,0
ECOR58,409_P5,0
ECOR72,409_P5,0
NILS47,409_P5,0
ECOR70,409_P5,0
ECOR71,409_P5,0
NILS15,409_P5,0
NILS48,409_P5,0
NILS34,409_P5,0
NILS40,409_P5,0
ECOR11,409_P5,1
NILS09,409_P5,0
NILS30,409_P5,0
NILS32,409_P5,0
NILS06,409_P5,0
NILS22,409_P5,0
NILS16,409_P5,0
NILS35,409_P5,0
ECOR10,409_P5,0
ECOR12,409_P5,0
ECOR25,409_P5,0
NILS13,409_P5,0
NILS10,409_P5,0
NILS07,409_P5,0
NILS14,409_P5,0
ECOR13,409_P5,0
NILS11,409_P5,0
ECOR14,409_P5,0
NILS08,409_P5,0
ECOR21,409_P5,0
ECOR20,409_P5,0
ECOR18,409_P5,0
ECOR19,409_P5,0
NILS17,409_P5,0
NILS12,409_P5,1
ECOR23,409_P5,0
NILS41,409_P5,0
BL21,409_P5,0
ECOR17,409_P5,0
NILS03,409_P5,0
ECOR22,409_P5,0
ECOR16,409_P5,0
NILS04,409_P5,0
ECOR15,409_P5,0
NILS43,409_P5,0
NILS37,409_P5,0
ECOR24,409_P5,0
ROAR274,409_P5,0
ECOR42,409_P5,0
ROAR036,409_P5,0
NILS05,409_P5,0
ROAR387,409_P5,0
B6A1,409_P5,0
ECOR31,409_P5,0
LMR3158,409_P5,0
ROAR131,409_P5,0
ROAR059,409_P5,0
EDL933,409_P5,0
ECOR37,409_P5,0
ROAR029,409_P5,0
ROAR012,409_P5,0
NILS45,409_P5,0
TW10509,409_P5,0
NILS31,409_P5,0
370D,409_P5,0
M863,409_P5,0
B49,409_P5,0
ECOR54,409_P6,0
ECOR52,409_P6,0
ECOR51,409_P6,0
ECOR55,409_P6,1
ECOR57,409_P6,0
NILS59,409_P6,0
NILS71,409_P6,0
ECOR56,409_P6,0
NILS74,409_P6,0
NILS79,409_P6,0
NILS72,409_P6,0
NILS29,409_P6,0
NILS65,409_P6,0
536,409_P6,0
NILS81,409_P6,0
NILS82,409_P6,0
NILS78,409_P6,0
NILS57,409_P6,0
AL505,409_P6,0
NILS67,409_P6,0
ECOR61,409_P6,0
ECOR62,409_P6,0
NILS68,409_P6,0
NILS21,409_P6,0
NILS66,409_P6,0
ECOR59,409_P6,0
ECOR60,409_P6,0
NILS75,409_P6,0
NILS70,409_P6,0
ECOR53,409_P6,0
NILS54,409_P6,0
T145,409_P6,0
NILS62,409_P6,0
MT1B1,409_P6,0
NILS61,409_P6,0
LF82,409_P6,0
NILS26,409_P6,0
NILS80,409_P6,0
ED1A,409_P6,0
NILS20,409_P6,0
381A,409_P6,0
ECOR65,409_P6,0
NILS77,409_P6,0
ECOR64,409_P6,1
NILS28,409_P6,0
NILS58,409_P6,0
ECOR63,409_P6,0
NILS64,409_P6,0
NILS25,409_P6,1
NILS55,409_P6,0
NILS27,409_P6,1
NILS73,409_P6,0
NILS19,409_P6,1
LM33,409_P6,0
NILS44,409_P6,0
NILS53,409_P6,0
NILS76,409_P6,0
NILS63,409_P6,0
NILS69,409_P6,0
ECOR66,409_P6,0
DEC2A,409_P6,0
DEC1A,409_P6,0
NILS60,409_P6,0
ROAR434,409_P6,0
921A,409_P6,0
916A,409_P6,0
ECOR38,409_P6,0
ECOR39,409_P6,0
ECOR41,409_P6,0
ECOR40,409_P6,0
IAI39,409_P6,0
ECOR35,409_P6,0
ECOR36,409_P6,0
NILS36,409_P6,0
NILS01,409_P6,1
NILS39,409_P6,0
NILS50,409_P6,0
NILS46,409_P6,0
NILS18,409_P6,1
ECOR47,409_P6,0
ECOR44,409_P6,0
NILS38,409_P6,0
NILS51,409_P6,0
ECOR49,409_P6,1
ECOR50,409_P6,1
NILS56,409_P6,0
ECOR46,409_P6,0
NILS42,409_P6,0
NILS52,409_P6,0
ECOR48,409_P6,0
NILS23,409_P6,0
H14,409_P6,0
ROAR400,409_P6,0
NILS49,409_P6,0
NILS24,409_P6,0
H4,409_P6,0
H48,409_P6,0
ECOR34,409_P6,0
ECOR32,409_P6,0
ECOR33,409_P6,0
ECOR30,409_P6,0
ECOR29,409_P6,0
ECOR67,409_P6,0
NILS02,409_P6,0
ECOR26,409_P6,0
ECOR27,409_P6,0
ECOR28,409_P6,0
ECOR45,409_P6,0
55989,409_P6,0
NILS33,409_P6,0
ECOR69,409_P6,0
ECOR58,409_P6,0
ECOR72,409_P6,0
NILS47,409_P6,0
ECOR70,409_P6,0
ECOR71,409_P6,0
NILS15,409_P6,0
NILS48,409_P6,0
NILS34,409_P6,0
NILS40,409_P6,0
ECOR11,409_P6,1
NILS09,409_P6,0
NILS30,409_P6,0
NILS32,409_P6,0
NILS06,409_P6,0
NILS22,409_P6,0
NILS16,409_P6,0
NILS35,409_P6,0
ECOR10,409_P6,0
ECOR12,409_P6,0
ECOR25,409_P6,0
NILS13,409_P6,0
NILS10,409_P6,0
NILS07,409_P6,0
NILS14,409_P6,0
ECOR13,409_P6,0
NILS11,409_P6,0
ECOR14,409_P6,0
NILS08,409_P6,0
ECOR21,409_P6,0
ECOR20,409_P6,0
ECOR18,409_P6,0
ECOR19,409_P6,0
NILS17,409_P6,0
NILS12,409_P6,1
ECOR23,409_P6,0
NILS41,409_P6,0
BL21,409_P6,0
ECOR17,409_P6,0
NILS03,409_P6,0
ECOR22,409_P6,0
ECOR16,409_P6,0
NILS04,409_P6,0
ECOR15,409_P6,0
NILS43,409_P6,0
NILS37,409_P6,0
ECOR24,409_P6,0
ROAR274,409_P6,0
ECOR42,409_P6,0
ROAR036,409_P6,0
NILS05,409_P6,0
ROAR387,409_P6,0
B6A1,409_P6,0
ECOR31,409_P6,0
LMR3158,409_P6,0
ROAR131,409_P6,0
ROAR059,409_P6,0
EDL933,409_P6,0
ECOR37,409_P6,0
ROAR029,409_P6,0
ROAR012,409_P6,0
NILS45,409_P6,0
TW10509,409_P6,0
NILS31,409_P6,0
370D,409_P6,0
M863,409_P6,0
B49,409_P6,0
ECOR54,412_P2,0
ECOR52,412_P2,0
ECOR51,412_P2,0
ECOR55,412_P2,0
ECOR57,412_P2,0
NILS59,412_P2,0
NILS71,412_P2,0
ECOR56,412_P2,0
NILS74,412_P2,0
NILS79,412_P2,0
NILS72,412_P2,0
NILS29,412_P2,0
NILS65,412_P2,0
536,412_P2,0
NILS81,412_P2,0
NILS82,412_P2,1
NILS78,412_P2,1
NILS57,412_P2,1
AL505,412_P2,1
NILS67,412_P2,1
ECOR61,412_P2,1
ECOR62,412_P2,1
NILS68,412_P2,1
NILS21,412_P2,1
NILS66,412_P2,1
ECOR59,412_P2,0
ECOR60,412_P2,0
NILS75,412_P2,0
NILS70,412_P2,0
ECOR53,412_P2,0
NILS54,412_P2,1
T145,412_P2,1
NILS62,412_P2,1
MT1B1,412_P2,1
NILS61,412_P2,1
LF82,412_P2,0
NILS26,412_P2,1
NILS80,412_P2,1
ED1A,412_P2,0
NILS20,412_P2,0
381A,412_P2,0
ECOR65,412_P2,0
NILS77,412_P2,0
ECOR64,412_P2,0
NILS28,412_P2,1
NILS58,412_P2,0
ECOR63,412_P2,0
NILS64,412_P2,0
NILS25,412_P2,0
NILS55,412_P2,0
NILS27,412_P2,0
NILS73,412_P2,0
NILS19,412_P2,0
LM33,412_P2,0
NILS44,412_P2,0
NILS53,412_P2,0
NILS76,412_P2,0
NILS63,412_P2,0
NILS69,412_P2,0
ECOR66,412_P2,0
DEC2A,412_P2,0
DEC1A,412_P2,0
NILS60,412_P2,0
ROAR434,412_P2,0
921A,412_P2,0
916A,412_P2,0
ECOR38,412_P2,0
ECOR39,412_P2,1
ECOR41,412_P2,1
ECOR40,412_P2,1
IAI39,412_P2,1
ECOR35,412_P2,1
ECOR36,412_P2,1
NILS36,412_P2,0
NILS01,412_P2,0
NILS39,412_P2,0
NILS50,412_P2,0
NILS46,412_P2,0
NILS18,412_P2,0
ECOR47,412_P2,0
ECOR44,412_P2,0
NILS38,412_P2,0
NILS51,412_P2,0
ECOR49,412_P2,1
ECOR50,412_P2,1
NILS56,412_P2,0
ECOR46,412_P2,0
NILS42,412_P2,0
NILS52,412_P2,1
ECOR48,412_P2,0
NILS23,412_P2,0
H14,412_P2,0
ROAR400,412_P2,0
NILS49,412_P2,0
NILS24,412_P2,0
H4,412_P2,0
H48,412_P2,0
ECOR34,412_P2,0
ECOR32,412_P2,0
ECOR33,412_P2,0
ECOR30,412_P2,0
ECOR29,412_P2,0
ECOR67,412_P2,0
NILS02,412_P2,0
ECOR26,412_P2,0
ECOR27,412_P2,0
ECOR28,412_P2,0
ECOR45,412_P2,0
55989,412_P2,0
NILS33,412_P2,0
ECOR69,412_P2,0
ECOR58,412_P2,0
ECOR72,412_P2,0
NILS47,412_P2,0
ECOR70,412_P2,0
ECOR71,412_P2,0
NILS15,412_P2,0
NILS48,412_P2,0
NILS34,412_P2,0
NILS40,412_P2,0
ECOR11,412_P2,0
NILS09,412_P2,1
NILS30,412_P2,1
NILS32,412_P2,0
NILS06,412_P2,1
NILS22,412_P2,0
NILS16,412_P2,0
NILS35,412_P2,0
ECOR10,412_P2,0
ECOR12,412_P2,0
ECOR25,412_P2,0
NILS13,412_P2,0
NILS10,412_P2,0
NILS07,412_P2,0
NILS14,412_P2,0
ECOR13,412_P2,1
NILS11,412_P2,1
ECOR14,412_P2,0
NILS08,412_P2,0
ECOR21,412_P2,0
ECOR20,412_P2,0
ECOR18,412_P2,0
ECOR19,412_P2,0
NILS17,412_P2,0
NILS12,412_P2,0
ECOR23,412_P2,0
NILS41,412_P2,0
BL21,412_P2,1
ECOR17,412_P2,0
NILS03,412_P2,0
ECOR22,412_P2,0
ECOR16,412_P2,0
NILS04,412_P2,0
ECOR15,412_P2,0
NILS43,412_P2,0
NILS37,412_P2,0
ECOR24,412_P2,1
ROAR274,412_P2,0
ECOR42,412_P2,0
ROAR036,412_P2,0
NILS05,412_P2,0
ROAR387,412_P2,0
B6A1,412_P2,0
ECOR31,412_P2,0
LMR3158,412_P2,0
ROAR131,412_P2,0
ROAR059,412_P2,0
EDL933,412_P2,0
ECOR37,412_P2,0
ROAR029,412_P2,0
ROAR012,412_P2,0
NILS45,412_P2,0
TW10509,412_P2,0
NILS31,412_P2,0
370D,412_P2,0
M863,412_P2,1
B49,412_P2,0
ECOR54,416_P4,0
ECOR52,416_P4,0
ECOR51,416_P4,1
ECOR55,416_P4,1
ECOR57,416_P4,0
NILS59,416_P4,0
NILS71,416_P4,0
ECOR56,416_P4,0
NILS74,416_P4,0
NILS79,416_P4,0
NILS72,416_P4,0
NILS29,416_P4,0
NILS65,416_P4,0
536,416_P4,0
NILS81,416_P4,0
NILS82,416_P4,0
NILS78,416_P4,0
NILS57,416_P4,0
AL505,416_P4,1
NILS67,416_P4,0
ECOR61,416_P4,0
ECOR62,416_P4,0
NILS68,416_P4,0
NILS21,416_P4,0
NILS66,416_P4,0
ECOR59,416_P4,0
ECOR60,416_P4,0
NILS75,416_P4,0
NILS70,416_P4,0
ECOR53,416_P4,0
NILS54,416_P4,1
T145,416_P4,0
NILS62,416_P4,0
MT1B1,416_P4,0
NILS61,416_P4,0
LF82,416_P4,0
NILS26,416_P4,0
NILS80,416_P4,0
ED1A,416_P4,0
NILS20,416_P4,0
381A,416_P4,0
ECOR65,416_P4,0
NILS77,416_P4,0
ECOR64,416_P4,1
NILS28,416_P4,0
NILS58,416_P4,0
ECOR63,416_P4,0
NILS64,416_P4,0
NILS25,416_P4,1
NILS55,416_P4,0
NILS27,416_P4,1
NILS73,416_P4,0
NILS19,416_P4,0
LM33,416_P4,0
NILS44,416_P4,0
NILS53,416_P4,0
NILS76,416_P4,0
NILS63,416_P4,0
NILS69,416_P4,0
ECOR66,416_P4,0
DEC2A,416_P4,0
DEC1A,416_P4,0
NILS60,416_P4,0
ROAR434,416_P4,0
921A,416_P4,0
916A,416_P4,0
ECOR38,416_P4,0
ECOR39,416_P4,0
ECOR41,416_P4,0
ECOR40,416_P4,0
IAI39,416_P4,0
ECOR35,416_P4,0
ECOR36,416_P4,0
NILS36,416_P4,0
NILS01,416_P4,0
NILS39,416_P4,0
NILS50,416_P4,0
NILS46,416_P4,0
NILS18,416_P4,1
ECOR47,416_P4,0
ECOR44,416_P4,0
NILS38,416_P4,0
NILS51,416_P4,0
ECOR49,416_P4,1
ECOR50,416_P4,1
NILS56,416_P4,0
ECOR46,416_P4,0
NILS42,416_P4,0
NILS52,416_P4,0
ECOR48,416_P4,0
NILS23,416_P4,0
H14,416_P4,0
ROAR400,416_P4,0
NILS49,416_P4,0
NILS24,416_P4,0
H4,416_P4,0
H48,416_P4,0
ECOR34,416_P4,0
ECOR32,416_P4,0
ECOR33,416_P4,0
ECOR30,416_P4,0
ECOR29,416_P4,0
ECOR67,416_P4,0
NILS02,416_P4,0
ECOR26,416_P4,0
ECOR27,416_P4,0
ECOR28,416_P4,0
ECOR45,416_P4,0
55989,416_P4,0
NILS33,416_P4,0
ECOR69,416_P4,0
ECOR58,416_P4,0
ECOR72,416_P4,0
NILS47,416_P4,0
ECOR70,416_P4,0
ECOR71,416_P4,0
NILS15,416_P4,0
NILS48,416_P4,0
NILS34,416_P4,0
NILS40,416_P4,0
ECOR11,416_P4,1
NILS09,416_P4,0
NILS30,416_P4,0
NILS32,416_P4,0
NILS06,416_P4,0
NILS22,416_P4,0
NILS16,416_P4,0
NILS35,416_P4,0
ECOR10,416_P4,0
ECOR12,416_P4,0
ECOR25,416_P4,0
NILS13,416_P4,0
NILS10,416_P4,0
NILS07,416_P4,0
NILS14,416_P4,0
ECOR13,416_P4,0
NILS11,416_P4,0
ECOR14,416_P4,0
NILS08,416_P4,0
ECOR21,416_P4,0
ECOR20,416_P4,0
ECOR18,416_P4,0
ECOR19,416_P4,0
NILS17,416_P4,0
NILS12,416_P4,1
ECOR23,416_P4,0
NILS41,416_P4,0
BL21,416_P4,0
ECOR17,416_P4,0
NILS03,416_P4,0
ECOR22,416_P4,0
ECOR16,416_P4,0
NILS04,416_P4,0
ECOR15,416_P4,0
NILS43,416_P4,0
NILS37,416_P4,0
ECOR24,416_P4,0
ROAR274,416_P4,0
ECOR42,416_P4,0
ROAR036,416_P4,0
NILS05,416_P4,0
ROAR387,416_P4,0
B6A1,416_P4,0
ECOR31,416_P4,0
LMR3158,416_P4,0
ROAR131,416_P4,0
ROAR059,416_P4,0
EDL933,416_P4,0
ECOR37,416_P4,0
ROAR029,416_P4,0
ROAR012,416_P4,0
NILS45,416_P4,0
TW10509,416_P4,0
NILS31,416_P4,0
370D,416_P4,0
M863,416_P4,0
B49,416_P4,0
ECOR54,416_P5,0
ECOR52,416_P5,0
ECOR51,416_P5,1
ECOR55,416_P5,1
ECOR57,416_P5,0
NILS59,416_P5,0
NILS71,416_P5,0
ECOR56,416_P5,0
NILS74,416_P5,0
NILS79,416_P5,0
NILS72,416_P5,0
NILS29,416_P5,0
NILS65,416_P5,0
536,416_P5,0
NILS81,416_P5,0
NILS82,416_P5,0
NILS78,416_P5,0
NILS57,416_P5,0
AL505,416_P5,0
NILS67,416_P5,0
ECOR61,416_P5,0
ECOR62,416_P5,0
NILS68,416_P5,0
NILS21,416_P5,0
NILS66,416_P5,0
ECOR59,416_P5,0
ECOR60,416_P5,0
NILS75,416_P5,0
NILS70,416_P5,0
ECOR53,416_P5,0
NILS54,416_P5,0
T145,416_P5,0
NILS62,416_P5,0
MT1B1,416_P5,0
NILS61,416_P5,0
LF82,416_P5,0
NILS26,416_P5,0
NILS80,416_P5,0
ED1A,416_P5,0
NILS20,416_P5,0
381A,416_P5,0
ECOR65,416_P5,0
NILS77,416_P5,0
ECOR64,416_P5,1
NILS28,416_P5,0
NILS58,416_P5,0
ECOR63,416_P5,0
NILS64,416_P5,0
NILS25,416_P5,1
NILS55,416_P5,0
NILS27,416_P5,1
NILS73,416_P5,0
NILS19,416_P5,0
LM33,416_P5,0
NILS44,416_P5,0
NILS53,416_P5,0
NILS76,416_P5,0
NILS63,416_P5,0
NILS69,416_P5,0
ECOR66,416_P5,0
DEC2A,416_P5,0
DEC1A,416_P5,0
NILS60,416_P5,0
ROAR434,416_P5,0
921A,416_P5,0
916A,416_P5,0
ECOR38,416_P5,0
ECOR39,416_P5,0
ECOR41,416_P5,0
ECOR40,416_P5,0
IAI39,416_P5,0
ECOR35,416_P5,0
ECOR36,416_P5,0
NILS36,416_P5,0
NILS01,416_P5,0
NILS39,416_P5,0
NILS50,416_P5,0
NILS46,416_P5,0
NILS18,416_P5,1
ECOR47,416_P5,0
ECOR44,416_P5,0
NILS38,416_P5,0
NILS51,416_P5,0
ECOR49,416_P5,1
